,sils,sils_err,results,res_sigs,bics,bics_err,n_clusters
0,0.2774312222040108,0.019875648806849767,0.14644668129228733,0.001785315887102989,-45956.07638547526,10.928389980165818,140
1,0.28687250797089425,0.018388338681838066,0.14353199548869683,0.0015849895588668991,-45908.33825554833,8.468117043893816,141
2,0.28328504365728935,0.021119440771729028,0.14491614843166295,0.002658724981935951,-45861.58926337803,11.84973156772872,142
3,0.2928899017148252,0.01895881511350031,0.14457886764819539,0.0017927322432510608,-45802.98022620286,8.218545646387538,143
4,0.28412218749049534,0.02516298309169146,0.14107796093531022,0.0011732024297051388,-45755.074619138526,10.248451355409046,144
5,0.2753841154978858,0.020295492173749225,0.14247201161501902,0.003867928720037054,-45712.241659330626,9.444182487896978,145
6,0.28613633477677225,0.022950136476882557,0.14386458277846692,0.0011387282469223017,-45664.05959555351,9.365242093634983,146
7,0.27461207549749456,0.028312643526722,0.1470716121698599,0.002102012268784532,-45608.30215141603,6.803435229935235,147
8,0.26898196744034475,0.0245899235628007,0.1472848238233535,0.001679064749605812,-45559.23294415257,6.080716869612854,148
9,0.2871408669455293,0.023673835353488014,0.14714279575408465,0.0036719596514596096,-45509.802434439836,4.834156552196005,149
10,0.2688035014393382,0.019329621200294002,0.14347430527039085,0.003336152521223788,-45472.555011370205,10.64117703377944,150
11,0.2785249708857981,0.026552649981853277,0.13880448465604553,0.003450764778784973,-45425.33187295076,9.472957458412004,151
12,0.27091885154488976,0.028691870828588616,0.14633938525305884,0.0012133651728328284,-45376.18213908354,10.195716706579743,152
13,0.2724025351337189,0.02216971516106623,0.14593116832607533,0.000630220787631178,-45323.39510776162,10.921924834957988,153
14,0.2746720551503891,0.024286742295415296,0.14489147452014658,0.004810761144587262,-45276.22039325472,8.31332183864043,154
15,0.2942189144386642,0.017815864316384402,0.14732232279973623,0.0026005156351934736,-45227.286430516775,8.834435276357237,155
16,0.26938295767302917,0.024883293067405388,0.14567521901293698,0.00514064302688507,-45176.07886136126,7.233908517487743,156
17,0.28105394083170787,0.022568623035887286,0.14732869998564502,0.002207719888329289,-45127.87446830264,8.446354849236137,157
18,0.2892453694612208,0.02352848762565543,0.14657112384116322,0.001166893238899544,-45078.05293428754,8.234734092811342,158
19,0.2750499114026785,0.022241139362160503,0.14646800666489632,0.001377302464746624,-45030.31027075474,7.521126305656327,159
