,sils,sils_err,results,res_sigs,bics,bics_err,n_clusters
0,0.3540203493780073,0.02374849612850239,0.139093297116469,0.0018028987943124704,-50283.027359642176,33.88751792519079,40
1,0.3562106659240477,0.022852751819172186,0.13326591300571244,0.003189965627636881,-50265.229641691476,40.126953062310534,41
2,0.362732417908522,0.021290152450008783,0.13697818743241408,0.004799746634104248,-50242.64997269142,33.51254211975595,42
3,0.34354580419934233,0.02674772366429015,0.13874741889075914,0.00346479926840311,-50183.57741796275,24.871251381674508,43
4,0.3672738281966339,0.019100623467556473,0.1414691179948392,0.002200068541178363,-50179.81871905552,33.82865310342562,44
5,0.3640959820937857,0.02048206441043867,0.13740082320847524,0.002761738003194374,-50151.750891420335,37.137629146549486,45
6,0.3701608539537735,0.019534519238006177,0.13592762670463243,0.003172149789858569,-50150.34958267765,45.530563110399385,46
7,0.3606647458185851,0.02281952254028312,0.13734718076313635,0.0013067181466905303,-50096.44084084836,41.79259789881248,47
8,0.38065078245070993,0.013992922536709723,0.13655734554472682,0.0024159532627562783,-50040.009006049826,31.57160236601872,48
9,0.35550066368817834,0.022232503203899617,0.138661929257423,0.0010731266346006218,-50006.256549959355,32.066746706018165,49
