,edu_location,edu_Latitude,_Longitude,location_id,Venue,venue_id,Venue Latitude,Venue Longitude,Venue Category,Venue Category Plural,Venue Category Short,sub_id
314,University of San Francisco,37.77539537506425,-122.44991357926006,3,Nopa,44646408f964a52026331fe3,37.77494821103535,-122.43765838868448,New American Restaurant,New American Restaurants,New American,4bf58dd8d48988d157941735
315,University of San Francisco,37.77539537506425,-122.44991357926006,3,4505 Burgers & BBQ,53644323498e8964add3b940,37.77612534143469,-122.43814234566274,BBQ Joint,BBQ Joints,BBQ,4bf58dd8d48988d1df931735
316,University of San Francisco,37.77539537506425,-122.44991357926006,3,Bi-Rite Market,513924afe4b066811795768e,37.774779,-122.437556,Market,Markets,Market,50be8ee891d4fa8dcc7199a7
317,University of San Francisco,37.77539537506425,-122.44991357926006,3,Rare Device,4f62a163e4b08b476db9854e,37.77505169224675,-122.43776166434051,Gift Shop,Gift Shops,Gift Shop,4bf58dd8d48988d128951735
318,University of San Francisco,37.77539537506425,-122.44991357926006,3,Souvla,5748e1f0498e1c0c6d214098,37.77457655200334,-122.4378085167028,Souvlaki Shop,Souvlaki Shops,Souvlaki,52e81612bcbc57f1066b79f3
319,University of San Francisco,37.77539537506425,-122.44991357926006,3,Zazie,49b094fdf964a520c8521fe3,37.76524912923089,-122.45002190184468,Breakfast Spot,Breakfast Spots,Breakfast,4bf58dd8d48988d143941735
320,University of San Francisco,37.77539537506425,-122.44991357926006,3,Ragazza,4c95857cf7cfa1cd0aaebe15,37.77244056187205,-122.4374771118164,Pizza Place,Pizza Places,Pizza,4bf58dd8d48988d1ca941735
321,University of San Francisco,37.77539537506425,-122.44991357926006,3,Yoga Garden,4a74ab02f964a5201bdf1fe3,37.77198233757195,-122.4371073995282,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
322,University of San Francisco,37.77539537506425,-122.44991357926006,3,Comix Experience,49fd4ed0f964a5201a6f1fe3,37.77243285569474,-122.43735592709122,Comic Shop,Comic Shops,Comic Shop,52f2ab2ebcbc57f1066b8b18
323,University of San Francisco,37.77539537506425,-122.44991357926006,3,Arsicault Bakery,55203ab9498eb807ad0e6da5,37.78344069001445,-122.459102169183,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
324,University of San Francisco,37.77539537506425,-122.44991357926006,3,The National AIDS Memorial Grove,4b42547ef964a520bbd125e3,37.769752397235955,-122.4616099876623,Garden,Gardens,Garden,4bf58dd8d48988d15a941735
325,University of San Francisco,37.77539537506425,-122.44991357926006,3,Circus Center,4a44795cf964a52083a71fe3,37.7658019226891,-122.45695989686836,Performing Arts Venue,Performing Arts Venues,Performing Arts,4bf58dd8d48988d1f2931735
326,University of San Francisco,37.77539537506425,-122.44991357926006,3,Alamo Square,4460d38bf964a5200a331fe3,37.77590625827393,-122.43404748106552,Park,Parks,Park,4bf58dd8d48988d163941735
327,University of San Francisco,37.77539537506425,-122.44991357926006,3,Burma Superstar,42cc7080f964a520e7251fe3,37.783010541941735,-122.46258587108765,Burmese Restaurant,Burmese Restaurants,Burmese,56aa371be4b08b9a8d573568
328,University of San Francisco,37.77539537506425,-122.44991357926006,3,Spruce,4a64a8f4f964a5206cc61fe3,37.787550895345944,-122.45277727289712,New American Restaurant,New American Restaurants,New American,4bf58dd8d48988d157941735
329,University of San Francisco,37.77539537506425,-122.44991357926006,3,Corona Heights Park,4bdcdb293904a5936d11509e,37.7650225313372,-122.43883066273017,Park,Parks,Park,4bf58dd8d48988d163941735
330,University of San Francisco,37.77539537506425,-122.44991357926006,3,Green Apple Books,42717900f964a52076211fe3,37.78302094764066,-122.46461446474054,Bookstore,Bookstores,Bookstore,4bf58dd8d48988d114951735
331,University of San Francisco,37.77539537506425,-122.44991357926006,3,YogaWorks San Francisco,4a1212edf964a52072771fe3,37.786472,-122.440288,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
332,University of San Francisco,37.77539537506425,-122.44991357926006,3,California Academy of Sciences,49cc413df964a5205a591fe3,37.769951624839024,-122.46643060712651,Science Museum,Science Museums,Science Museum,4bf58dd8d48988d191941735
333,University of San Francisco,37.77539537506425,-122.44991357926006,3,B. Patisserie,5105ed2fe4b02d11de1bae8d,37.787945,-122.440804,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
334,University of San Francisco,37.77539537506425,-122.44991357926006,3,Schubert’s Bakery,4ad6765ef964a5204c0721e3,37.782891728277455,-122.46491828408284,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
335,University of San Francisco,37.77539537506425,-122.44991357926006,3,Hamon Education Tower Observation Deck,4cdd9ded7e2e236a87007a1b,37.77205414758087,-122.46837464962785,Scenic Lookout,Scenic Lookouts,Scenic Lookout,4bf58dd8d48988d165941735
336,University of San Francisco,37.77539537506425,-122.44991357926006,3,Duboce Park,4460d33cf964a52009331fe3,37.76945795215864,-122.43301340038954,Park,Parks,Park,4bf58dd8d48988d163941735
337,University of San Francisco,37.77539537506425,-122.44991357926006,3,de Young Museum,437e6b00f964a520b82a1fe3,37.77144023087182,-122.46839306629933,Art Museum,Art Museums,Art Museum,4bf58dd8d48988d18f941735
338,University of San Francisco,37.77539537506425,-122.44991357926006,3,Healthy Spirits,4ab59a72f964a5209e7520e3,37.7657414578619,-122.43538867549854,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
339,University of San Francisco,37.77539537506425,-122.44991357926006,3,Hair Caffe,54b1b5b4498e6920506b1cba,37.78574201141599,-122.43613275156453,Salon / Barbershop,Salons / Barbershops,Salon / Barbershop,4bf58dd8d48988d110951735
340,University of San Francisco,37.77539537506425,-122.44991357926006,3,Song Tea & Ceramics,5237fb987e48ecf300656635,37.785920575723026,-122.43523145487265,Tea Room,Tea Rooms,Tea Room,4bf58dd8d48988d1dc931735
341,University of San Francisco,37.77539537506425,-122.44991357926006,3,The Center SF,522926b5498e3269edeba28d,37.77454451433456,-122.43073033291728,Spiritual Center,Spiritual Centers,Spiritual,4bf58dd8d48988d131941735
342,University of San Francisco,37.77539537506425,-122.44991357926006,3,Toronado,3fd66200f964a5205ded1ee3,37.77192748345444,-122.4310290813446,Dive Bar,Dive Bars,Dive Bar,4bf58dd8d48988d118941735
343,University of San Francisco,37.77539537506425,-122.44991357926006,3,L'Ardoise,49d30c0ff964a520e85b1fe3,37.766674548230164,-122.43326095822378,French Restaurant,French Restaurants,French,4bf58dd8d48988d10c941735
344,University of San Francisco,37.77539537506425,-122.44991357926006,3,The Fillmore,40c3b000f964a520e7001fe3,37.784079069766605,-122.43300234064807,Music Venue,Music Venues,Music Venue,4bf58dd8d48988d1e5931735
345,University of San Francisco,37.77539537506425,-122.44991357926006,3,The Progress,548b976b498e8beca9ac6641,37.78374466115743,-122.43297199831427,American Restaurant,American Restaurants,American,4bf58dd8d48988d14e941735
346,University of San Francisco,37.77539537506425,-122.44991357926006,3,State Bird Provisions,4ef52a378231b0d6238dd471,37.78387653509928,-122.4329138626742,New American Restaurant,New American Restaurants,New American,4bf58dd8d48988d157941735
347,University of San Francisco,37.77539537506425,-122.44991357926006,3,Kabuki Springs & Spa,44dc7274f964a520aa361fe3,37.78440721763901,-122.43257618452989,Spa,Spas,Spa,4bf58dd8d48988d1ed941735
348,University of San Francisco,37.77539537506425,-122.44991357926006,3,Green Apple Books & Le Video,42829c80f964a52021221fe3,37.765430715304,-122.46651956114654,Bookstore,Bookstores,Bookstore,4bf58dd8d48988d114951735
349,University of San Francisco,37.77539537506425,-122.44991357926006,3,Presidio: Presidio Gate,4cd867a6da85224bd9544cca,37.7917901093879,-122.4476481937493,Trail,Trails,Trail,4bf58dd8d48988d159941735
350,University of San Francisco,37.77539537506425,-122.44991357926006,3,Kinokuniya Bookstore,4a1babcbf964a520047b1fe3,37.784937664521735,-122.43167202047937,Bookstore,Bookstores,Bookstore,4bf58dd8d48988d114951735
351,University of San Francisco,37.77539537506425,-122.44991357926006,3,Ebisu,3fd66200f964a52017ed1ee3,37.76435429827475,-122.46635766882568,Sushi Restaurant,Sushi Restaurants,Sushi,4bf58dd8d48988d1d2941735
352,University of San Francisco,37.77539537506425,-122.44991357926006,3,Mount Sutro Open Space Reserve,4c1c0ed3fcf8c9b6637ba90b,37.75887458901422,-122.45726108551025,Park,Parks,Park,4bf58dd8d48988d163941735
353,University of San Francisco,37.77539537506425,-122.44991357926006,3,Super Duper Burgers,4bc38e68abf49521beedc393,37.76402414195907,-122.43370324373245,Burger Joint,Burger Joints,Burgers,4bf58dd8d48988d16c941735
354,University of San Francisco,37.77539537506425,-122.44991357926006,3,Castro Theatre,4089ae00f964a520bff21ee3,37.761991717624404,-122.43496924638747,Indie Movie Theater,Indie Movie Theaters,Indie Movies,4bf58dd8d48988d17e941735
355,University of San Francisco,37.77539537506425,-122.44991357926006,3,San Francisco Botanical Garden,49daa91af964a5209f5e1fe3,37.767360504629515,-122.46963948011398,Botanical Garden,Botanical Gardens,Botanical Garden,52e81612bcbc57f1066b7a22
356,University of San Francisco,37.77539537506425,-122.44991357926006,3,"La Boulangerie de San Francisco, Pine",4a579b5ef964a52074b61fe3,37.78789193827142,-122.43398536164692,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
357,University of San Francisco,37.77539537506425,-122.44991357926006,3,Roam Artisan Burgers,5036e1e4e4b0c173555542aa,37.787686,-122.433753,Burger Joint,Burger Joints,Burgers,4bf58dd8d48988d16c941735
358,University of San Francisco,37.77539537506425,-122.44991357926006,3,Arizmendi Bakery,3fd66200f964a520bdf11ee3,37.763461,-122.466368,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
359,University of San Francisco,37.77539537506425,-122.44991357926006,3,Nijiya Market,49c3dfb3f964a52082561fe3,37.78529223246809,-122.43104474803255,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
360,University of San Francisco,37.77539537506425,-122.44991357926006,3,Lyon Street Steps,4a74bd67f964a52071df1fe3,37.79354365639975,-122.44655907154083,Scenic Lookout,Scenic Lookouts,Scenic Lookout,4bf58dd8d48988d165941735
361,University of San Francisco,37.77539537506425,-122.44991357926006,3,New Eritrea Restaurant & Bar,443fddaff964a52039321fe3,37.76393818133379,-122.46766258023246,Ethiopian Restaurant,Ethiopian Restaurants,Ethiopian,4bf58dd8d48988d10a941735
362,University of San Francisco,37.77539537506425,-122.44991357926006,3,Kite Hill Open Space,4a9de718f964a520ce3920e3,37.758289882870194,-122.44143521277012,Park,Parks,Park,4bf58dd8d48988d163941735
363,University of San Francisco,37.77539537506425,-122.44991357926006,3,Alta Plaza Park,4aa80a86f964a520eb4e20e3,37.79115065006549,-122.43771314620973,Park,Parks,Park,4bf58dd8d48988d163941735
364,University of San Francisco,37.77539537506425,-122.44991357926006,3,Pizzeria Delfina,49fdbacbf964a520236f1fe3,37.788911608086934,-122.43427420327322,Pizza Place,Pizza Places,Pizza,4bf58dd8d48988d1ca941735
365,University of San Francisco,37.77539537506425,-122.44991357926006,3,Yoga Tree Castro,49fe3629f964a5207f6f1fe3,37.761051,-122.436003,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
366,University of San Francisco,37.77539537506425,-122.44991357926006,3,International Orange,4a60bf33f964a52021c11fe3,37.78851360966671,-122.4336131028466,Spa,Spas,Spa,4bf58dd8d48988d1ed941735
367,University of San Francisco,37.77539537506425,-122.44991357926006,3,Salt & Straw,59e7d9cada2e006b9e519959,37.77653240407315,-122.42605136320933,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
368,University of San Francisco,37.77539537506425,-122.44991357926006,3,Thorough Bread and Pastry,49f13784f964a5209f691fe3,37.766408,-122.429051,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
369,University of San Francisco,37.77539537506425,-122.44991357926006,3,Woodhouse Fish Co.,44a4f50ef964a520e7341fe3,37.76777970212482,-122.42864613666231,Seafood Restaurant,Seafood Restaurants,Seafood,4bf58dd8d48988d1ce941735
370,University of San Francisco,37.77539537506425,-122.44991357926006,3,The Apothecarium,4d094f5ac26ba14344671e17,37.76858652143181,-122.42772970925192,Marijuana Dispensary,Marijuana Dispensaries,Dispensary,52c71aaf3cf9994f4e043d17
371,University of San Francisco,37.77539537506425,-122.44991357926006,3,Dog Eared Books,574f605b498ee997a05fa2d7,37.76120618584941,-122.43495870530577,Bookstore,Bookstores,Bookstore,4bf58dd8d48988d114951735
372,University of San Francisco,37.77539537506425,-122.44991357926006,3,Frances,4b00cb8ef964a520274122e3,37.762765053846415,-122.4321982578279,New American Restaurant,New American Restaurants,New American,4bf58dd8d48988d157941735
373,University of San Francisco,37.77539537506425,-122.44991357926006,3,Petit Crenn,55c29cba498e3e3e7a929bb7,37.77634384449128,-122.4264545687113,French Restaurant,French Restaurants,French,4bf58dd8d48988d10c941735
374,University of San Francisco,37.77539537506425,-122.44991357926006,3,Domo Sushi,49ce86fff964a520515a1fe3,37.775950987226544,-122.42615120612774,Sushi Restaurant,Sushi Restaurants,Sushi,4bf58dd8d48988d1d2941735
375,University of San Francisco,37.77539537506425,-122.44991357926006,3,True Sake,4a22c9cbf964a520897d1fe3,37.776533036480984,-122.42568104036205,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
376,University of San Francisco,37.77539537506425,-122.44991357926006,3,Souvla,533cc33f498e604ebad95d8c,37.776568223306676,-122.42495659866064,Souvlaki Shop,Souvlaki Shops,Souvlaki,52e81612bcbc57f1066b79f3
377,University of San Francisco,37.77539537506425,-122.44991357926006,3,Pearl Spa and Sauna,585c8202ca1070180ddb525c,37.78564198712985,-122.4291301602471,Bath House,Bath Houses,Bath House,52e81612bcbc57f1066b7a27
378,University of San Francisco,37.77539537506425,-122.44991357926006,3,Anchor Oyster Bar,432a0b00f964a520de271fe3,37.75970781524432,-122.43491032498481,Seafood Restaurant,Seafood Restaurants,Seafood,4bf58dd8d48988d1ce941735
379,University of San Francisco,37.77539537506425,-122.44991357926006,3,Ritual Coffee Roasters,4dd94350e4cd37c893d8146f,37.776476344721765,-122.42428110362547,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
380,University of San Francisco,37.77539537506425,-122.44991357926006,3,Huntington Falls,4bb14b8cf964a5204c8a3ce3,37.768829615754555,-122.47371639675822,Waterfall,Waterfalls,Waterfall,56aa371be4b08b9a8d573560
381,University of San Francisco,37.77539537506425,-122.44991357926006,3,Smitten Ice Cream,4d964291daec224b08b9123e,37.77628641647586,-122.42419481277466,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
382,University of San Francisco,37.77539537506425,-122.44991357926006,3,Twin Peaks Summit,4c29567f9fb5d13aa2139b57,37.75457824954849,-122.44688093662262,Scenic Lookout,Scenic Lookouts,Scenic Lookout,4bf58dd8d48988d165941735
383,University of San Francisco,37.77539537506425,-122.44991357926006,3,Stow Lake,4a6dbd7cf964a520e9d21fe3,37.769529936552026,-122.47484404565844,Lake,Lakes,Lake,4bf58dd8d48988d161941735
384,University of San Francisco,37.77539537506425,-122.44991357926006,3,Blue Bottle Coffee,43d3901ef964a5201f2e1fe3,37.776407,-122.42325067520142,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
385,University of San Francisco,37.77539537506425,-122.44991357926006,3,Linden Alley,4d9bc0387ae55481046d3f74,37.77632881728594,-122.42359399795532,Pedestrian Plaza,Pedestrian Plazas,Pedestrian Street/Plaza,52e81612bcbc57f1066b7a25
386,University of San Francisco,37.77539537506425,-122.44991357926006,3,Birba,551b7760498e1612b67f33f9,37.77774961586494,-122.42415851391236,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
387,University of San Francisco,37.77539537506425,-122.44991357926006,3,Fatted Calf,4c996073db10b60cdde7896d,37.77593518054966,-122.42314601183367,Butcher,Butchers,Butcher,4bf58dd8d48988d11d951735
388,University of San Francisco,37.77539537506425,-122.44991357926006,3,Boba Guys,574254c7498e1eb5e05a9d57,37.77290679880422,-122.42350730562886,Bubble Tea Shop,Bubble Tea Shops,Bubble Tea,52e81612bcbc57f1066b7a0c
389,University of San Francisco,37.77539537506425,-122.44991357926006,3,Fig & Thistle Wine Bar,51aad1ee498e9bb839540dc7,37.777256,-122.423365,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
390,University of San Francisco,37.77539537506425,-122.44991357926006,3,Welcome Stranger,4cca43b1e47f54817ef7c6f7,37.777498514169416,-122.4231245664023,Men's Store,Men's Stores,Men's Store,4bf58dd8d48988d106951735
391,University of San Francisco,37.77539537506425,-122.44991357926006,3,Laughing Lotus Yoga,49d76e0bf964a520245d1fe3,37.76463513834229,-122.42580457150244,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
392,University of San Francisco,37.77539537506425,-122.44991357926006,3,Neighbor's Corner,55ede944498e721ccfd9948c,37.7555131728364,-122.43875375517898,Café,Cafés,Café,4bf58dd8d48988d16d941735
393,University of San Francisco,37.77539537506425,-122.44991357926006,3,SFJazz Center,50f21340e4b036c5cc0d7c7d,37.77635001768186,-122.42153942584991,Jazz Club,Jazz Clubs,Jazz Club,4bf58dd8d48988d1e7931735
394,University of San Francisco,37.77539537506425,-122.44991357926006,3,Hotel Biron,43fb0c0ef964a520df2f1fe3,37.77350386431412,-122.42211040391679,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
395,University of San Francisco,37.77539537506425,-122.44991357926006,3,Golden Gate Park,445e36bff964a520fb321fe3,37.766854,-122.476821,Park,Parks,Park,4bf58dd8d48988d163941735
396,University of San Francisco,37.77539537506425,-122.44991357926006,3,Lafayette Park,4ab3edf8f964a520286f20e3,37.791246594951375,-122.42808063995858,Park,Parks,Park,4bf58dd8d48988d163941735
397,University of San Francisco,37.77539537506425,-122.44991357926006,3,Louise M. Davies Symphony Hall,4aa48566f964a520024720e3,37.7779963603856,-122.42039900756977,Concert Hall,Concert Halls,Concert Hall,5032792091d4c4b30a586d5c
398,University of San Francisco,37.77539537506425,-122.44991357926006,3,Bi-Rite Creamery,45eaff58f964a5208e431fe3,37.76145217275825,-122.42583538295403,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
399,University of San Francisco,37.77539537506425,-122.44991357926006,3,Herbst Theater,5622d1d7498eec470c196e3a,37.779548182877924,-122.42095293686124,Concert Hall,Concert Halls,Concert Hall,5032792091d4c4b30a586d5c
400,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Flatiron Wine and Spirits,56b4153d498e18dc03c5ba06,37.78803899005183,-122.40146577358246,Wine Shop,Wine Shops,Wine Shop,4bf58dd8d48988d119951735
401,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Mourad,54aa5a96498e0326ab850c28,37.78691477687439,-122.39996989660568,Moroccan Restaurant,Moroccan Restaurants,Moroccan,4bf58dd8d48988d1c3941735
402,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Blue Bottle Coffee,5579b87c498e975f3be98a1e,37.79132021905332,-122.40098297595978,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
403,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,SFMOMA Rooftop Sculpture Garden,4d7009c9516b8cfae0615b10,37.7863356901678,-122.4004037044823,Art Museum,Art Museums,Art Museum,4bf58dd8d48988d18f941735
404,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,CorePower Yoga,54498315498ebfc6bf328b60,37.789017580292,-122.39454433321953,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
405,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,San Francisco Museum of Modern Art,40943a00f964a520e5f21ee3,37.78589423994824,-122.40089653026742,Art Museum,Art Museums,Art Museum,4bf58dd8d48988d18f941735
406,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Crocker Galleria Roof Terrace,4b01caccf964a520754522e3,37.78914610393464,-122.40244687451936,Garden,Gardens,Garden,4bf58dd8d48988d15a941735
407,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,The St. Regis San Francisco,44abe929f964a52007351fe3,37.7861305,-122.4014561,Hotel,Hotels,Hotel,4bf58dd8d48988d1fa931735
408,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,René Magritte - The Fifth Season,5b199f280d8a0f002ccbf30b,37.78584795117783,-122.40117268648817,Exhibit,Exhibits,Exhibit,56aa371be4b08b9a8d573532
409,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Pushkin,58cc4d2fe0adac17bbf4838e,37.79094301071348,-122.40387738626474,Russian Restaurant,Russian Restaurants,Russian,5293a7563cf9994f4e043a44
410,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Cask,4a29c488f964a520d7951fe3,37.7871136216059,-122.40309154163766,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
411,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Señor Sisig,4c65ee1e7abde21e01516268,37.79268324250976,-122.40216325026161,Food Truck,Food Trucks,Food Truck,4bf58dd8d48988d1cb941735
412,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Yerba Buena Gardens,49c94f32f964a52054581fe3,37.784809,-122.402549,Garden,Gardens,Garden,4bf58dd8d48988d15a941735
413,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Akiko’s Restaurant & Sushi Bar,49e7e380f964a52027651fe3,37.790623,-122.404657,Sushi Restaurant,Sushi Restaurants,Sushi,4bf58dd8d48988d1d2941735
414,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,The Archive,4b4bd8caf964a5207ba926e3,37.789494095008216,-122.40576567208811,Men's Store,Men's Stores,Men's Store,4bf58dd8d48988d106951735
415,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Maison Margiela,551cfcaf498e23f2c0115449,37.78826107452542,-122.40576506157396,Boutique,Boutiques,Boutique,4bf58dd8d48988d104951735
416,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Saint Laurent,528d4fe211d2543b7663f4fd,37.78777380886315,-122.40541234778567,Boutique,Boutiques,Boutique,4bf58dd8d48988d104951735
417,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Coletta Gelato,5887c558f840855b908a8574,37.78292117685398,-122.39702872682007,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
418,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Embarcadero Center Cinema,40c10d00f964a520df001fe3,37.794889555933665,-122.39959359169006,Indie Movie Theater,Indie Movie Theaters,Indie Movies,4bf58dd8d48988d17e941735
419,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Wayfare Tavern,4c05a764191f20a11473e314,37.793903,-122.402272,New American Restaurant,New American Restaurants,New American,4bf58dd8d48988d157941735
420,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Boulevard,3fd66200f964a52052ed1ee3,37.7935138152103,-122.39289259052474,French Restaurant,French Restaurants,French,4bf58dd8d48988d10c941735
421,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Primavera,4bae4f93f964a5200fa13be3,37.794375899841285,-122.393157590889,Food Truck,Food Trucks,Food Truck,4bf58dd8d48988d1cb941735
422,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Trader Joe's,58a3a06dbbec6606e1b580a3,37.78554041959348,-122.40545481697127,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
423,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Ferry Plaza Farmers Market,4a49961cf964a52076ab1fe3,37.79507438343502,-122.39334567764993,Farmers Market,Farmers Markets,Farmer's Market,4bf58dd8d48988d1fa941735
424,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Ferry Building (Ferry Building Marketplace),43067280f964a52023271fe3,37.79553812238765,-122.39347279071806,Farmers Market,Farmers Markets,Farmer's Market,4bf58dd8d48988d1fa941735
425,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Kusakabe,537d1a96498e08214a87bded,37.795498406823384,-122.4029523282336,Sushi Restaurant,Sushi Restaurants,Sushi,4bf58dd8d48988d1d2941735
426,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Garaje,511ab11fe4b078c672896eab,37.781810106659364,-122.3960286433832,Mexican Restaurant,Mexican Restaurants,Mexican,4bf58dd8d48988d1c1941735
427,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Kokkari Estiatorio,4570691ff964a5205c3e1fe3,37.79693592834394,-122.39975702239228,Greek Restaurant,Greek Restaurants,Greek,4bf58dd8d48988d10e941735
428,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Blue Bottle Coffee Kiosk,521cf6af11d21968a3ce3498,37.795691,-122.393896,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
429,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Hog Island Oyster Co.,43fed1fff964a520fe2f1fe3,37.7960679927155,-122.39360690116882,Seafood Restaurant,Seafood Restaurants,Seafood,4bf58dd8d48988d1ce941735
430,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Blue Bottle Coffee,49d68c61f964a520e65c1fe3,37.79590475625579,-122.39393759555746,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
431,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Ferry Plaza Wine Merchant,45576dc5f964a520383d1fe3,37.79536167470769,-122.39339243349612,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
432,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Humphry Slocombe,4eff718f722e0f0771aa0717,37.795929778422874,-122.39395469935143,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
433,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Zero Zero,4c44d4b9dcd61b8df9e67b56,37.78167112478022,-122.40177154541016,Pizza Place,Pizza Places,Pizza,4bf58dd8d48988d1ca941735
434,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Blue Bottle Coffee,582352764972292ad70ec0bd,37.78249688302822,-122.39298243819015,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
435,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Slanted Door,3fd66200f964a52018ed1ee3,37.79619516102866,-122.3938000202179,Vietnamese Restaurant,Vietnamese Restaurants,Vietnamese,4bf58dd8d48988d14a941735
436,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,South Park,44e9b873f964a520a6371fe3,37.78164992591033,-122.39389926195145,Park,Parks,Park,4bf58dd8d48988d163941735
437,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Darwin Cafe,4c4e30871b8e1b8dd9d3c426,37.780679,-122.396086,Café,Cafés,Café,4bf58dd8d48988d16d941735
438,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,Cotogna,4cd0a38e5b5ca35de6317df0,37.797345664268256,-122.40362430843288,Italian Restaurant,Italian Restaurants,Italian,4bf58dd8d48988d110941735
439,Golden Gate University-San Francisco,37.789008211235355,-122.39858161229711,4,K&L Wine Merchants,4ad3c5edf964a52040e620e3,37.77967752924669,-122.40080731815215,Wine Shop,Wine Shops,Wine Shop,4bf58dd8d48988d119951735
