,edu_location,edu_Latitude,_Longitude,location_id,Venue,venue_id,Venue Latitude,Venue Longitude,Venue Category,Venue Category Plural,Venue Category Short,sub_id
934,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,RS94109,5258a7db11d2c9469e715fd8,37.78563944612241,-122.41816520690917,Record Shop,Record Shops,Record Shop,4bf58dd8d48988d10d951735
935,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The Apothecarium,4d094f5ac26ba14344671e17,37.76858652143181,-122.42772970925192,Marijuana Dispensary,Marijuana Dispensaries,Dispensary,52c71aaf3cf9994f4e043d17
936,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Mikkeller Bar,511c234119a980d7108a70b9,37.78395632730013,-122.40905642509459,Gastropub,Gastropubs,Gastropub,4bf58dd8d48988d155941735
937,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The Secret Alley,4ac3024af964a520079b20e3,37.763763835109664,-122.41935185019999,Performing Arts Venue,Performing Arts Venues,Performing Arts,4bf58dd8d48988d1f2931735
938,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Gus’s Community Market,564e0e98498ee2cb338012bc,37.76397361090253,-122.41284133558223,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
939,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Monk’s Kettle,47d7ba05f964a520234e1fe3,37.76480271624263,-122.42292643175631,Gastropub,Gastropubs,Gastropub,4bf58dd8d48988d155941735
940,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,ABV,53bb6967498e740fe2ec711e,37.7649840661061,-122.42356655704639,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
941,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Stable Cafe,49b1a93df964a520d9521fe3,37.763233,-122.415262,Café,Cafés,Café,4bf58dd8d48988d16d941735
942,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,ODC Dance Commons,4466458af964a5203b331fe3,37.762705243388325,-122.41597522734932,Dance Studio,Dance Studios,Dance Studio,4bf58dd8d48988d134941735
943,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Good Vibrations,4710bf01f964a520984b1fe3,37.76319458096596,-122.4217345739337,Adult Boutique,Adult Boutiques,Adult Boutique,5267e446e4b0ec79466e48c4
944,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Kuma Sushi + Sake,5989205d64c8e12750122427,37.7867804695193,-122.41988550891186,Sushi Restaurant,Sushi Restaurants,Sushi,4bf58dd8d48988d1d2941735
945,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Ritual Yoga - SOMA,5624f136498e482a2e9c392b,37.77510788364463,-122.40138683570436,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
946,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Laughing Lotus Yoga,49d76e0bf964a520245d1fe3,37.76463513834229,-122.42580457150244,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
947,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,SF Flower Mart,4ba3993bf964a520914a38e3,37.77543468603542,-122.40091302521668,Flower Shop,Flower Shops,Flower Shop,4bf58dd8d48988d11b951735
948,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Clarion Alley,4a52618df964a52098b11fe3,37.76297195031204,-122.42121101181601,Public Art,Public Art,Public Art,507c8c4091d498d9fc8c67a9
949,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Thorough Bread and Pastry,49f13784f964a5209f691fe3,37.766408,-122.429051,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
950,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Pretty Parlor,4b3265b7f964a5209a0a25e3,37.76355769611299,-122.42396693222956,Spa,Spas,Spa,4bf58dd8d48988d1ed941735
951,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,K&L Wine Merchants,4ad3c5edf964a52040e620e3,37.77967752924669,-122.40080731815215,Wine Shop,Wine Shops,Wine Shop,4bf58dd8d48988d119951735
952,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Heath Ceramics,4fd15468e4b0c730e3f804d8,37.761868731365674,-122.41158306598663,Furniture / Home Store,Furniture / Home Stores,Furniture / Home,4bf58dd8d48988d1f8941735
953,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Turner's Kitchen,578bb74e498e0aee36fd96db,37.76316408709755,-122.42429894681102,Sandwich Place,Sandwich Places,Sandwiches,4bf58dd8d48988d1c5941735
954,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Liholiho Yacht Club,54c2a5e4498ee52a438800f7,37.78833241767785,-122.41460517290737,Hawaiian Restaurant,Hawaiian Restaurants,Hawaiian,52e81612bcbc57f1066b79fe
955,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The Olympic Club,4a6f3531f964a5209cd51fe3,37.788181056861674,-122.41106656038573,Gym / Fitness Center,Gyms or Fitness Centers,Gym / Fitness,4bf58dd8d48988d175941735
956,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Alamo Square,4460d38bf964a5200a331fe3,37.77590625827393,-122.43404748106552,Park,Parks,Park,4bf58dd8d48988d163941735
957,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Trader Joe's,58a3a06dbbec6606e1b580a3,37.78554041959348,-122.40545481697127,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
958,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Mission Cliffs,408c5100f964a520c8f21ee3,37.76078380755669,-122.412539822924,Climbing Gym,Climbing Gyms,Climbing Gym,503289d391d4c4b30a586d6a
959,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Dandelion Chocolate,501ec87fe4b067f6ad7a2832,37.76100572139615,-122.42168888282815,Dessert Shop,Dessert Shops,Desserts,4bf58dd8d48988d1d0941735
960,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Pizzeria Delfina,44088735f964a52058301fe3,37.761594,-122.42427,Pizza Place,Pizza Places,Pizza,4bf58dd8d48988d1ca941735
961,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Mission Cheese,4d9517f1daec224b4c80f73d,37.76107485069597,-122.42156642951075,Cheese Shop,Cheese Shops,Cheese Shop,4bf58dd8d48988d11e951735
962,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Yoga Tree Potrero Hill,521d085c498e99760319302a,37.76628,-122.402076,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
963,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,La Biang Thai Massage,4a5c070ef964a52028bc1fe3,37.78873832023195,-122.42044168410258,Massage Studio,Massage Studios,Massage Studio,52f2ab2ebcbc57f1066b8b3c
964,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Yerba Buena Gardens,49c94f32f964a52054581fe3,37.784809,-122.402549,Garden,Gardens,Garden,4bf58dd8d48988d15a941735
965,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Tartine Bakery,42814b00f964a52002221fe3,37.76142131411304,-122.42400974035263,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
966,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Bi-Rite Market,47f64f56f964a520a94e1fe3,37.761419193645686,-122.424795627594,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
967,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Bi-Rite Creamery,45eaff58f964a5208e431fe3,37.76145217275825,-122.42583538295403,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
968,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,18 Reasons,4a287bf6f964a52029951fe3,37.7614858493942,-122.42546703509267,Art Gallery,Art Galleries,Art Gallery,4bf58dd8d48988d1e2931735
969,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Farmhouse Kitchen,556cce76498e5e64f11e6971,37.76019424898873,-122.41109519769222,Thai Restaurant,Thai Restaurants,Thai,4bf58dd8d48988d149941735
970,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Kinokuniya Bookstore,4a1babcbf964a520047b1fe3,37.784937664521735,-122.43167202047937,Bookstore,Bookstores,Bookstore,4bf58dd8d48988d114951735
971,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Paxton Gate,4a394777f964a5204e9f1fe3,37.75966121758798,-122.42153185420354,Gift Shop,Gift Shops,Gift Shop,4bf58dd8d48988d128951735
972,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,L'Ardoise,49d30c0ff964a520e85b1fe3,37.766674548230164,-122.43326095822378,French Restaurant,French Restaurants,French,4bf58dd8d48988d10c941735
973,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Nijiya Market,49c3dfb3f964a52082561fe3,37.78529223246809,-122.43104474803255,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
974,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The Fillmore,40c3b000f964a520e7001fe3,37.784079069766605,-122.43300234064807,Music Venue,Music Venues,Music Venue,4bf58dd8d48988d1e5931735
975,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Salumeria,4fc541fb7716c8a1e24eec6c,37.759250878333965,-122.41102512638287,Deli / Bodega,Delis / Bodegas,Deli / Bodega,4bf58dd8d48988d146941735
976,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Sightglass Coffee,530a187e498eb0cfd40890a0,37.759232,-122.411318,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
977,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Kabuki Springs & Spa,44dc7274f964a520aa361fe3,37.78440721763901,-122.43257618452989,Spa,Spas,Spa,4bf58dd8d48988d1ed941735
978,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Maison Margiela,551cfcaf498e23f2c0115449,37.78826107452542,-122.40576506157396,Boutique,Boutiques,Boutique,4bf58dd8d48988d104951735
979,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Saint Laurent,528d4fe211d2543b7663f4fd,37.78777380886315,-122.40541234778567,Boutique,Boutiques,Boutique,4bf58dd8d48988d104951735
980,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The Progress,548b976b498e8beca9ac6641,37.78374466115743,-122.43297199831427,American Restaurant,American Restaurants,American,4bf58dd8d48988d14e941735
981,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,State Bird Provisions,4ef52a378231b0d6238dd471,37.78387653509928,-122.4329138626742,New American Restaurant,New American Restaurants,New American,4bf58dd8d48988d157941735
982,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Anchor Public Taps,59e6b27c112c6c32076dfe03,37.764006954013155,-122.40125624974469,Brewery,Breweries,Brewery,50327c8591d4c4b30a586d5d
983,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,San Francisco Museum of Modern Art,40943a00f964a520e5f21ee3,37.78589423994824,-122.40089653026742,Art Museum,Art Museums,Art Museum,4bf58dd8d48988d18f941735
984,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,flour + water,4a8b6942f964a520660c20e3,37.759049759198376,-122.41240154910597,Italian Restaurant,Italian Restaurants,Italian,4bf58dd8d48988d110941735
985,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Yoga Garden,4a74ab02f964a5201bdf1fe3,37.77198233757195,-122.4371073995282,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
986,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,René Magritte - The Fifth Season,5b199f280d8a0f002ccbf30b,37.78584795117783,-122.40117268648817,Exhibit,Exhibits,Exhibit,56aa371be4b08b9a8d573532
987,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Trick Dog,5095da318302abffba3c23fd,37.75919166879584,-122.41123451083322,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
988,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Garden Creamery,589d125b005a0f47b970b12b,37.758605170406376,-122.42058774563571,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
989,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The St. Regis San Francisco,44abe929f964a52007351fe3,37.7861305,-122.4014561,Hotel,Hotels,Hotel,4bf58dd8d48988d1fa931735
990,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Dog Eared Books,49e79762f964a520d0641fe3,37.758445500765696,-122.4213655574246,Bookstore,Bookstores,Bookstore,4bf58dd8d48988d114951735
991,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Bi-Rite Market,513924afe4b066811795768e,37.774779,-122.437556,Market,Markets,Market,50be8ee891d4fa8dcc7199a7
992,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Cask,4a29c488f964a520d7951fe3,37.7871136216059,-122.40309154163766,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
993,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The Independent,4249ec00f964a5208f201fe3,37.77556099469608,-122.43771921454707,Rock Club,Rock Clubs,Rock Club,4bf58dd8d48988d1e9931735
994,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Nopa,44646408f964a52026331fe3,37.77494821103535,-122.43765838868448,New American Restaurant,New American Restaurants,New American,4bf58dd8d48988d157941735
995,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Anchor Brewing Company,43a16022f964a5202c2c1fe3,37.76339544284912,-122.40102052688599,Brewery,Breweries,Brewery,50327c8591d4c4b30a586d5d
996,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,The Archive,4b4bd8caf964a5207ba926e3,37.789494095008216,-122.40576567208811,Men's Store,Men's Stores,Men's Store,4bf58dd8d48988d106951735
997,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Ragazza,4c95857cf7cfa1cd0aaebe15,37.77244056187205,-122.4374771118164,Pizza Place,Pizza Places,Pizza,4bf58dd8d48988d1ca941735
998,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Rare Device,4f62a163e4b08b476db9854e,37.77505169224675,-122.43776166434051,Gift Shop,Gift Shops,Gift Shop,4bf58dd8d48988d128951735
999,California Institute of Integral Studies,37.774791756016064,-122.4164733549543,9,Comix Experience,49fd4ed0f964a5201a6f1fe3,37.77243285569474,-122.43735592709122,Comic Shop,Comic Shops,Comic Shop,52f2ab2ebcbc57f1066b8b18
1000,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Vive La Tarte,55554f0a498e7ffc6883325c,37.77701166643817,-122.41089851840502,Café,Cafés,Café,4bf58dd8d48988d16d941735
1001,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Cellarmaker Brewing Company,52549d8811d23325d32b5b9e,37.77711631701571,-122.41071357551509,Brewery,Breweries,Brewery,50327c8591d4c4b30a586d5d
1002,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,The Strand,4f5d49a5e4b0695cbbe24694,37.7798876509815,-122.41313778134582,Theater,Theaters,Theater,4bf58dd8d48988d137941735
1003,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Sightglass Coffee,4a4b8a43f964a5206fac1fe3,37.77702490373948,-122.40852980833175,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
1004,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Barbary Coast Collective,52f68391498e8f7e37301c92,37.78186704600669,-122.4076374625646,Marijuana Dispensary,Marijuana Dispensaries,Dispensary,52c71aaf3cf9994f4e043d17
1005,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Deli Board,4bb2595c42959c7430b7202c,37.777485367788515,-122.4070253220108,Sandwich Place,Sandwich Places,Sandwiches,4bf58dd8d48988d1c5941735
1006,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,SHN Orpheum Theatre,46d36f99f964a520594a1fe3,37.779347692456575,-122.41459250450134,Theater,Theaters,Theater,4bf58dd8d48988d137941735
1007,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Blue Bottle Coffee,49ca8f4df964a520b9581fe3,37.782474,-122.407699,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
1008,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Asian Art Museum,43601880f964a5202e291fe3,37.780177691822274,-122.41650543857212,Art Museum,Art Museums,Art Museum,4bf58dd8d48988d18f941735
1009,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Mikkeller Bar,511c234119a980d7108a70b9,37.78395632730013,-122.40905642509459,Gastropub,Gastropubs,Gastropub,4bf58dd8d48988d155941735
1010,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Mr. S Leather & Mr. S Locker Room,44edbcecf964a520e0371fe3,37.77411705607826,-122.4088527466002,Clothing Store,Clothing Stores,Apparel,4bf58dd8d48988d103951735
1011,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Blue Bottle Coffee,5560dbdb498e91a2bcde84f6,37.77628641647586,-122.41686701774597,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
1012,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,The Cake Gallery,4c95253c58d4b60cde9d2f29,37.77399723081431,-122.41188163792187,Bakery,Bakeries,Bakery,4bf58dd8d48988d16a941735
1013,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,K&L Wine Merchants,4ad3c5edf964a52040e620e3,37.77967752924669,-122.40080731815215,Wine Shop,Wine Shops,Wine Shop,4bf58dd8d48988d119951735
1014,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Trader Joe's,58a3a06dbbec6606e1b580a3,37.78554041959348,-122.40545481697127,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
1015,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Brenda's French Soul Food,49f356f8f964a5208a6a1fe3,37.782896409128426,-122.41889744997026,Southern / Soul Food Restaurant,Southern / Soul Food Restaurants,Southern / Soul,4bf58dd8d48988d14f941735
1016,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Louise M. Davies Symphony Hall,4aa48566f964a520024720e3,37.7779963603856,-122.42039900756977,Concert Hall,Concert Halls,Concert Hall,5032792091d4c4b30a586d5c
1017,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Yerba Buena Gardens,49c94f32f964a52054581fe3,37.784809,-122.402549,Garden,Gardens,Garden,4bf58dd8d48988d15a941735
1018,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Benjamin Cooper,54f132e7498e5d065370a6b1,37.787396,-122.409847,Cocktail Bar,Cocktail Bars,Cocktail,4bf58dd8d48988d11e941735
1019,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Herbst Theater,5622d1d7498eec470c196e3a,37.779548182877924,-122.42095293686124,Concert Hall,Concert Halls,Concert Hall,5032792091d4c4b30a586d5c
1020,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,The Olympic Club,4a6f3531f964a5209cd51fe3,37.788181056861674,-122.41106656038573,Gym / Fitness Center,Gyms or Fitness Centers,Gym / Fitness,4bf58dd8d48988d175941735
1021,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,War Memorial Opera House,49c7dcc3f964a520c9571fe3,37.77854210580507,-122.42080986499786,Opera House,Opera Houses,Opera House,4bf58dd8d48988d136941735
1022,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,RS94109,5258a7db11d2c9469e715fd8,37.78563944612241,-122.41816520690917,Record Shop,Record Shops,Record Shop,4bf58dd8d48988d10d951735
1023,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Ritual Yoga - SOMA,5624f136498e482a2e9c392b,37.77510788364463,-122.40138683570436,Yoga Studio,Yoga Studios,Yoga Studio,4bf58dd8d48988d102941735
1024,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,SF Flower Mart,4ba3993bf964a520914a38e3,37.77543468603542,-122.40091302521668,Flower Shop,Flower Shops,Flower Shop,4bf58dd8d48988d11b951735
1025,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,MUJI 無印良品,5018a98e64a465d5fba4ff6c,37.77082581358439,-122.40817709897941,Miscellaneous Shop,Miscellaneous Shops,Shop,4bf58dd8d48988d1ff941735
1026,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Great American Music Hall,40e4a580f964a520f5091fe3,37.784919196285855,-122.41892787488793,Rock Club,Rock Clubs,Rock Club,4bf58dd8d48988d1e9931735
1027,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,SFJazz Center,50f21340e4b036c5cc0d7c7d,37.77635001768186,-122.42153942584991,Jazz Club,Jazz Clubs,Jazz Club,4bf58dd8d48988d1e7931735
1028,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Bellota,573e8ba3cd102b8b7351f55a,37.7717594988495,-122.40488629924002,Spanish Restaurant,Spanish Restaurants,Spanish,4bf58dd8d48988d150941735
1029,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Liholiho Yacht Club,54c2a5e4498ee52a438800f7,37.78833241767785,-122.41460517290737,Hawaiian Restaurant,Hawaiian Restaurants,Hawaiian,52e81612bcbc57f1066b79fe
1030,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Saint Laurent,528d4fe211d2543b7663f4fd,37.78777380886315,-122.40541234778567,Boutique,Boutiques,Boutique,4bf58dd8d48988d104951735
1031,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Maison Margiela,551cfcaf498e23f2c0115449,37.78826107452542,-122.40576506157396,Boutique,Boutiques,Boutique,4bf58dd8d48988d104951735
1032,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,San Francisco Museum of Modern Art,40943a00f964a520e5f21ee3,37.78589423994824,-122.40089653026742,Art Museum,Art Museums,Art Museum,4bf58dd8d48988d18f941735
1033,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,René Magritte - The Fifth Season,5b199f280d8a0f002ccbf30b,37.78584795117783,-122.40117268648817,Exhibit,Exhibits,Exhibit,56aa371be4b08b9a8d573532
1034,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,The St. Regis San Francisco,44abe929f964a52007351fe3,37.7861305,-122.4014561,Hotel,Hotels,Hotel,4bf58dd8d48988d1fa931735
1035,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Cask,4a29c488f964a520d7951fe3,37.7871136216059,-122.40309154163766,Liquor Store,Liquor Stores,Liquor Store,4bf58dd8d48988d186941735
1036,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Diakadi Body,42911d00f964a52011241fe3,37.76942272056354,-122.40832460628447,Gym,Gyms,Gym,4bf58dd8d48988d176941735
1037,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Kuma Sushi + Sake,5989205d64c8e12750122427,37.7867804695193,-122.41988550891186,Sushi Restaurant,Sushi Restaurants,Sushi,4bf58dd8d48988d1d2941735
1038,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Blue Bottle Coffee,43d3901ef964a5201f2e1fe3,37.776407,-122.42325067520142,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
1039,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Fig & Thistle Wine Bar,51aad1ee498e9bb839540dc7,37.777256,-122.423365,Wine Bar,Wine Bars,Wine Bar,4bf58dd8d48988d123941735
1040,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,The Archive,4b4bd8caf964a5207ba926e3,37.789494095008216,-122.40576567208811,Men's Store,Men's Stores,Men's Store,4bf58dd8d48988d106951735
1041,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Fatted Calf,4c996073db10b60cdde7896d,37.77593518054966,-122.42314601183367,Butcher,Butchers,Butcher,4bf58dd8d48988d11d951735
1042,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,SFMOMA Rooftop Sculpture Garden,4d7009c9516b8cfae0615b10,37.7863356901678,-122.4004037044823,Art Museum,Art Museums,Art Museum,4bf58dd8d48988d18f941735
1043,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Rainbow Grocery Cooperative,4827b8b1f964a520bb4f1fe3,37.769103368269896,-122.41523623466492,Grocery Store,Grocery Stores,Grocery Store,4bf58dd8d48988d118951735
1044,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Linden Alley,4d9bc0387ae55481046d3f74,37.77632881728594,-122.42359399795532,Pedestrian Plaza,Pedestrian Plazas,Pedestrian Street/Plaza,52e81612bcbc57f1066b7a25
1045,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Coletta Gelato,5887c558f840855b908a8574,37.78292117685398,-122.39702872682007,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
1046,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Flatiron Wine and Spirits,56b4153d498e18dc03c5ba06,37.78803899005183,-122.40146577358246,Wine Shop,Wine Shops,Wine Shop,4bf58dd8d48988d119951735
1047,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Ritual Coffee Roasters,4dd94350e4cd37c893d8146f,37.776476344721765,-122.42428110362547,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735
1048,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Smitten Ice Cream,4d964291daec224b08b9123e,37.77628641647586,-122.42419481277466,Ice Cream Shop,Ice Cream Shops,Ice Cream,4bf58dd8d48988d1c9941735
1049,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Mourad,54aa5a96498e0326ab850c28,37.78691477687439,-122.39996989660568,Moroccan Restaurant,Moroccan Restaurants,Moroccan,4bf58dd8d48988d1c3941735
1050,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Garaje,511ab11fe4b078c672896eab,37.781810106659364,-122.3960286433832,Mexican Restaurant,Mexican Restaurants,Mexican,4bf58dd8d48988d1c1941735
1051,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Souvla,533cc33f498e604ebad95d8c,37.776568223306676,-122.42495659866064,Souvlaki Shop,Souvlaki Shops,Souvlaki,52e81612bcbc57f1066b79f3
1052,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Darwin Cafe,4c4e30871b8e1b8dd9d3c426,37.780679,-122.396086,Café,Cafés,Café,4bf58dd8d48988d16d941735
1053,Marinello Schools of Beauty-San Francisco,37.77945081098165,-122.410542829996,10,Boba Guys,574254c7498e1eb5e05a9d57,37.77290679880422,-122.42350730562886,Bubble Tea Shop,Bubble Tea Shops,Bubble Tea,52e81612bcbc57f1066b7a0c
