,sils,sils_err,results,res_sigs,bics,bics_err,n_clusters
0,0.2752673139903149,0.021898187753330016,0.14576927334481452,0.0035669127033680016,-43515.333224062226,6.184126747947638,190
1,0.27607365326085226,0.020141009820332338,0.1467240982942973,0.001409724306088046,-43465.28915267473,6.471259568275701,191
2,0.2774097354080004,0.0193999992438378,0.1472337555571435,0.0024275817680933145,-43413.875366913606,4.8341565892359775,192
3,0.27177112470270837,0.02393406853754275,0.14783243469801194,0.0023119409213133795,-43366.37965342772,5.573688183434285,193
4,0.285339572187418,0.01982482596087344,0.1481165009362886,0.0010331933829220753,-43314.36954498008,4.719765109847701,194
5,0.28261100231027825,0.017208396501333524,0.14699537568148258,0.0011356594110423122,-43265.99860612986,5.127875896962413,195
6,0.2700629797587791,0.025456750445396997,0.1469068250704509,0.000715247748154284,-43218.80269212692,5.733344199746279,196
7,0.27219510849915485,0.025863254531999485,0.14652005526783726,0.0004671499421797352,-43168.29756900422,6.033416347668904,197
8,0.2673448392914593,0.024872298779433807,0.1447786514296514,0.0006895915332766229,-43121.1714582718,5.808044286552534,198
9,0.282792662611756,0.019586578620545816,0.14394322323289457,0.0026600785145049505,-43067.23294633769,4.0245736416984705,199
